id,label,tweet
101,0,@mirebotan84 @RamiAlLolah I support that. I don't like people like Rami who complain about the things he supports when done to others.
102,0,#SelfDefense The Best Martial Art for stopping Bullying http://t.co/cQajVOl
103,0,@_jearbear__ @kv3rch he swore the ravens were gonna whoop our ass.. Jj watt is gonna destroy that o-line lol
104,0,@edgeofthesandbx @batchelorshow @FearDept And there have been dozens of witnesses who have seen the Russians target civilians for propaganda
105,0,RT @peteevansnot: Seriously why wouldn't you feed #paleo formula to your newborns with TWENTY TIMES the vitamin A of breastmilk? #mkr http:…
106,0,"Anti-bullying workshop offers parents practical, legal solutions: With 30 percent of students nationwide being h... http://t.co/xjkhms6"
107,0,"If your benchmark for success is Team Greek next door, then you're always going to be feeling confident. #MKR"
108,0,Yo. Who do I know at @pagerduty? I can never recall names + employers.
109,0,RT @TVWEEKmag: #katandandre might have to eat her words after receiving some not so great feedback on their ham and gruyere dish. #MKR #tvw…
110,0,"White dude wins the Nobel for lit again, shocking, next you'll tell me his novels speak to a universal human experience"
111,0,@normaojeda000 yupperz!! Why?
112,0,"@GiacomoBert8008 Honestly, WHAT"
113,0,You know...kudos to #MKR for being able to stretch out a show....over a month onto the show and we still dont have final teams...
114,0,"@Llydisblur people seem to have a really warped view of what republican even means, lately. party lines have majorly shifted. :\"
115,0,RT @brownlee_dr: #Yazidi #girls tell of escape from #IS http://t.co/6FVwGLCP24
116,0,@MacaLofish_UC  oajoajoajajo creo que todos me hacen bullying porr no tomar ojaojaojaoajoajoja
117,0,Lolol that boy is whipped AF
118,0,@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!! This is still the early bird special. #ComeAtMeUT
119,0,The girls need to learn how to churn #MKR
120,0,Stick to your day jobs girls #MKR
121,0,How are You? @edcrossfineart We are well...
122,0,@ugobananas OBVIOUSLY
123,0,That's crap Lynn and Tony should have stayed #MKR
124,0,I GUESS I NEED YOU BABYY~
125,0,@yuskan0723 Just as I thought.  There is no evidence of intentionally targeting children. And it's not even certain it was an Israeli boat.
126,0,"@LynnMagic turning it into a block list could be pretty rad, too. ;)"
127,0,"Sure is Monday! Up at 4am for work, the boss is in a bad mood, he messed up my schedule, and our DC driver ran into our dumpster!"
128,0,#MKR my guess. bottom 2 teams from each round are going back into instant restaurants. Just saying.
129,0,"@Lovemycoffeetoo @hidden_horcrux there were 4 top teams, 1 from ea round, &amp; didn't #AdamAndCarol  top their round &amp; are also safe? #mkr"
130,0,When someone gets bitten by a rabid dog and has to get six inch needles in the belly be there to say NOT ALL DOGS #notalleverything
131,0,@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime There is no ongoing endless occupation anywhere.
132,0,"Minnesota gay teens bullied by adults, peers, say activists (Reuters): Reuters – Barb Schroeder knew about her s... http://t.co/ujqd9K2"
133,0,"And a 7 for ""smear of lemon tart""??? #MKR"
134,0,"@Censored31 @rupertmurdoch I don't have a religion, microbrain.  Have you found what hole that coward Baghdadi crawled into at Gwer?"
135,0,@Assiye61 @MaxBlumenthal The Quran.
136,0,mmmm #MKR Forget Deconstruction @lisamromano @garydlum @mattsparks88 THIS is Lemon Tart 🍋🍋🍋 mmmm http://t.co/iiLigXbbzw
137,0,Pretty sure they're hiding any ability to actually cook.
138,0,im@s: takes 20 hours to download
139,0,"Walked out of the shelter with no puppy, but now I have a date. Uh. Success has many definitions."
140,0,Today i just did not want to get up. Am dragging myself to college.
141,0,"@DNas shyt iono.. i got hella shyt.. esp rockstar.. off the top of my head, the gta's..bully..re4..PrinceOfPersias..TwistedMetalBlack..etc"
142,0,To the extreme I rock a mic like a vandal
143,0,"RT @nrrrdcore: At the very least, questions will be raised. And we now understand that women in our industry must choose between incompeten…"
144,0,"I'm much happier as a financially secure adult than as a kid in a paycheck to paycheck household (and I had great parents, just no $$$)"
145,0,RT @mykitchenrules: Nawwww 😭😭😭 #MKR
146,0,Annie &amp; Loyd
147,0,@chris_gray91 no I'm keeping that for later trackies and a tshirt on #LuckyNooneCanSeeMe :( ha x
148,0,"The current system is inadequate. Some of us are experienced at navigating these pitfalls, and we can help you."
149,0,"@RichardDawkins As a child, my parents sent us to Sunday School but I think it was so they had time on their own.I can forgive them for that"
150,0,When is the drag show ? #ECU
151,0,Bullying : Quando você esta no onibus e tem um lugar vago no seu lado e as pessoas preferem ficar em pé
152,0,@justinbieber Your How I Get Through Bullying And Tough Times Thinking Of You & How You Got Through It Makes Me See A Light At The End NSN♥
153,0,@buellerishere I've watched the ISIS guys argue with Saudi Muslim scholars here on twitter. The scholars always loose.
154,0,@onebrightlight i've been talking to 2 employees and i heard about a lot of the internal politics re: GG. it's enough to make me stay.
155,0,@xoxoMs_smith never ever serve a nigga where you sleep at police be at ya door and nigga you ain't tryna see that
156,0,"@Censored31 @islamic_john Good, that trash should be mocked by the world."
157,0,"Oh my gosh they played ""Ready to Run"" on #MKR tonight!! I was soo happy!!"
158,0,Heidi that's no argument! Not everyone who was bullied feels the need to get a nose job and eyelid surgery #InsightSBS
159,0,Anyone went to church services this morning?  Does your little one stay with you or go to a nursery or Sunday School class?
160,0,this has been the longest most uneventful weekend of my life. I feel like I just came from a vacation break.
161,0,ITS BEAUTIFULLLLLLL :'( :'( :'( :'(
162,0,"@RexMundane @gamerfortruth @a_man_in_black i'm not 100% sure where it started, but it's not going anywhere good."
163,0,RT @NewIdeamagazine: Just when they thought it was safe to go back into the kitchen... Instant restaurant redemption round! #mkr
164,0,@LifeInKhilafah LOL. YPG and Pesh are showing videos of truckloads of Daesh bodies. I'm still waiting for the big event you promised.
165,0,Being a Bully Dont Make You Cool
166,0,"@discerningmumin But regardless, ISIS will be completely defeated. I guarantee it. They are too technologically backward to win a modern war"
167,0,@RodGarraud @conivergara perdoname :( no puedo vivir sin hacer bullying es parte de mi! jajajajaja
168,0,Video: Kevin Durant Gets Flushed On By Geoff Aka Big Bully At Dyckman! http://t.co/b0zyxeQ via @worldstar
169,0,"@_MacaAlejandra @xsiempreJcyFer @camiiHidalgo_ Oigan , me Siento discriminada :'c me hacen Bulling aaaag* Las Denunciare xd"
170,0,#reasonifailatbeingagirl would much prefer to watch Cowboy Bebop than Made in Chelsea
171,0,@LifeInKhilafah ROFL.  Where is Kobani in the picture? Answer - they have lost it.
172,0,"@1Life0Continues i've got the code to interpret &amp; analyze, but the weights themselves are going to take a lot of fiddling."
173,0,"Dou um empurrão em uma pessoa, isso se chama : - › empurrão. › › SOCIEDADE: bullying! http://tumblr.com/xun3xycfun"
174,0,#simpleasthat
175,0,Me and @LaDyMavV11 stay on instagram and twitter in this class!!
176,0,RT @jurijuri: @freebsdgirl It's like Total Recall but with only two breasts. MAYBE.
177,0,"Curious - so, for the rest of the (non bay area) country - is it normal to see a tweet make news?"
178,0,@girlziplocked jfc.
179,0,@classic_KZ @kevin_kohout @sbroph93 @BillDollarton @inSpector_Drew Todays the day maafucks! #readytorage
180,0,@Blaq_Kocaine I'll have to check when I go home
181,0,Lets hear it for a short work/school week!!!
182,0,@yhdjgdjhyghghgj Thanks. I'm glad that all the genocidal Daesh slavers were cleared out.
183,0,Pete eating... #mkr http://t.co/3wcIykPqX3
184,0,@emily_esque I would love that. would you mind DMing me your email address? can shoot you an email later today.
185,0,@GetEmEasy that don't make u a hater..if u said u didn't think it was good u would be a hater..I think it's classic tho..to each his own.
186,0,Caller wanted MIKE's opinion if they r liable.
187,0,"@doofsmack @wadhwa YUP. incidentally, I know the editor. She's a woman, a gamer, and in tech. It's all factual info."
188,0,This person thinks that ~6 people tweeting at them for being a sealioning ass is the worst thing in the world.
189,0,"@Like_Nino remember the girl that was passed out in that wet spot, and I was like ""is that pee..or liquor?"" She was behind us in the corner"
190,0,#face #hope #bullying http://t.co/taLCQMj
191,0,RT @mcRelyt: @MT8_9 We have bucookie? http://t.co/Iai78l6KCV
192,0,"@joanneleon @ChristophHeer52 First, Bandera fought for Nazis, but he was also in a Nazi prison."
193,0,"Have 2 team members, sticking with this for now. Thanks, everyone. ^.^"
194,0,@rileysomething I'm not adverse to putting boots on the ground at Raqqa and letting our boys kill ISIS through a scope sight.
195,0,"Yep, me too RT@gregbugden @smh @janecaro I always like her public school affirmations too"
196,0,"@DaveGreene11 And I'm sure you sew all the tiny stitches on your own clothes, not underpaid women overseas."
197,0,@caitbit BLACKMILK IS AMAZING. have you seen them before?
198,0,FUCKIN' SEE YA @Ztd619Dupuis
199,0,So I see channel 7 have found another way to drag #MKR out for an extra few months this year
200,0,The perfect seat in class would be one where you are surrounded by your best friend and your crush.
201,0,RT @Everestedup: Omg double elimination?! #MKR
202,0,@CarlyandTresne: I still can't believe that Katie and Nikki are out! Seriously... (Oops prob shouldn't say that) #mkr  totes awkward lol
203,0,@AyeOkay89 shittiest day of the week #Monday
204,0,There's one player on this pitch who's just a class above. Juan Mata. #supersunday
205,0,"RT @RichardDawkins: Watching ""India's Daughter"", horrifying. Lawyer defending rapists: ""We have the best culture. In our culture there's no…"
206,0,"I hope their cooking shows through the next round. I mean, they have to plate it up right? All their (lacking) skills. #MKR"
207,0,Wow...I feel so sorry for Colin having to eat what those 2 are serving! #MKR #MKR2015 #vomit
208,0,"@milfgaardian N'rage pink after ~1 week, turquoise is a mix of special fx. Nrage pink holds very well. http://t.co/MqX0jZSIlP"
209,0,"Michelle ( Heartless Bitch) Bachman WON'T Sign Anti-bullying law Cause She Doesn't want 2 ""turn boys in2 girls"" WTF ?@ChrisLarson82"
210,0,"@Ammaawah @jm111t Yeah, it says that men can beat women.  So what is your point?"
211,0,What's better than college basketball?
212,0,"Bullying linked to decreases in GPA, longer lasting negative psychological effects, and obesity. More evidence... http://t.co/UCdxYcj"
213,0,"Old school, Degrassi&gt;&gt;&gt;&gt;&gt; #ThatsMyShit"
214,0,"Gonna cry in a minute, I can't fucking cope with maths"
215,0,STOP LYING @XaiaX
216,0,@petechesbot @tmclaughbos APPARENTLY NOT
217,0,RT @GidgitVonLaRue: #MKR France Vs Ireland Vs Paleo Pete...LETS RUMBLE!
218,0,tbh rooting for jane and emma bc we have that lawyer bond #opposites #mkr
219,0,#theawkwardmoment when you make a status on facebook saying you hate bullies then a bully likes it.
220,0,@Paigey_x hahaha we will see #doubtful
221,0,RT @girlziplocked: WTF @onthemedia @tldr? Man gets upset that women in tech are upset that said man silences women. So you take it down? ht…
222,0,This is just ridiculous. #mkr Another 7 FFS.
223,0,@UnitePink my apt complex turns away all packages ❤️
224,0,the fact that there are 4958239689587 cute boys in the world and 0% go to my school i am sick of this shit
225,0,RT @barbara_volkwyn: Islamic State Resupply Route Extended to 400 km After Peshmerga Take #Mosul– #Sinjar Road  http://t.co/bvrcRNAn1w #ISI…
226,0,@_alianicole i kno a play where u i was always the bully n champion !!  ooowwwww
227,0,Justiça Estadual informa que bullying escolar será caso de Polícia em Cuiabá http://t.co/66xzSz8
228,0,@EvvyKube not sure.
229,0,"@Saeed6Ali @MaxBlumenthal @DaraDeBrun Since the slug is closer to your IQ, I can understand the fascination."
230,0,@ShariRomine @emaleroland @dehneh1   Got it!  I'm learning.
231,0,"@drlovegrove right?! I can't stop singing it, and I'm only 18.."
232,0,Ubisoft's attempts at pushing Uplay is rage-inducing.
233,0,@TURBOCUNT they have some crazy flavors. wasabi? red bean?
234,0,Twitter makes me laugh....Better than the series ;)))))) Very funny 👏👏👏👏👏  #MKR
235,0,Did you say Ninjas???!
236,0,@ErikaLopezDurel Definitions mean jack.  Actions do.
237,0,#mkr those carrots look overdone
238,0,@PoliticalAnt @Lithobolos And of course I would also fight against any theocracy - regardless of religion.
239,0,Espero que ele fique bem! E que isso sirva de exemplo para todos ficarem em alerta em relação as práticas de bullying... o quanto é perigoso
240,0,K! Now I see why coaches get mad when the players go out late at night. #Exhausted
241,0,@GemmaBurnsX @_georgepumphrey my iphone is fucked it doesn't come up properly!
242,0,@tpw_rules nothings broken. I was just driving througg a lot of water.
243,0,"Not really feelin social for Xmas parties but just realized I don't have to deal with people saying""You're not done w school YET?"" this yr!"
244,0,YES. I LOVE @lenadunham. http://t.co/ycgTBmmdxb
245,0,One of our strongest tools in stopping violence against women is public shame of the abuser and public support of the victim.
246,0,Wish I was with my buddies @ALLLiiXXX and @paiwai in Staunton rather than this terrible driving class! I'm not even a bad driver #granny
247,0,"@SSTwinrova I'm still at the stage where I've given up on finding a good task list mgt app that fits with my workflow, so I use a notepad."
248,0,#MKR time. Have a feeling that the remote may go through the TV over the next hour with these two clowns.
249,0,"@_joannedelacruz Oh, so I watched the wrong film first. haha that's why! :) I'll download it now hehe thanks!"
250,0,My review of Kindle Voyage: a resounding 'meh'
251,0,"Go jac n Shaz, looks great #mkr"
252,0,This yogurt made my morningg :)
253,0,Bubble and squeak for breakfast..are you mad? #mkr
254,0,"Annie and Lloyd: ""vote"" is. It pronounced ""voite"". #mkr"
255,0,"@__QN i work monday 2-7, yayyy i get to see you again :) this is more than i saw you at school :O"
256,0,"RT @waxpancake: Awww, Vivek made a new friend! http://t.co/B482drk2pN"
257,0,Nome: Cantinho do sofá | Função: Praticar bullying contra meu dedinho. http://t.co/IdB3frq
258,0,"#50factsaboutme I always feel like my ""friends"" just pretend to like me because they only talk to me in school"
259,0,Bullying felino http://t.co/h3lUhN7
260,0,Today in 1910  Dr. Crippen is convicted at the Old Bailey of poisoning his wife and is subsequently hanged at Pentonville Prison in London.
261,0,@BJB_22 Of course you can. Do you go to school wit Eddie?
262,0,@puzzle_oni having a baby doesn't end your world.And none of the young mums I know were thinking about how they were gonna be yummy mummies!
263,0,Thats bullying unghh!
264,0,@NATgotemall never that not me lls
265,0,I can't believe people are still surprised that Annie and Lloyd can't cook! #mkr
266,0,"@nitin yes, absolutely. Almost exclusively used against women that are arguing against men."
267,0,@RodrigoToller_ @20matarcom1tiro se ele colocou minha ft no twitpic me autorizou a cometer bullying Lei nº 930138978947324
268,0,Reserve game is cancelled so that means I'm sitting on the bench the rest of the year
269,0,"Birdman is more racist, misogynist trash masquerading as high art. Skip."
270,0,"@Zillytbh @leighalexander oh shit, i accidentally blocked you. whoops."
271,0,"@cheeseplus yeah. i'm kind of feeling like for what i'm doing, wsp is ok. for doing more granular monitoring, redis would be good."
272,0,"@dampscot yup, i'm aware. :)"
273,0,I hate art. It's my hardest class.
274,0,Hello birthday week!
275,0,Here's an idea. How about the ability to mute someone for N period of time?
276,0,"@THEBULL_T ur bully's look official ""no homo"" lol"
277,0,"RT @girlziplocked: .@Jason you have no idea what ""crazy internet mob"" looks like until you've seen what @femfreq @freebsdgirl and @TheQuinn…"
278,0,"@kebesays no, my blog post. :)"
279,0,@xCali_Boundx See: History of computer science and textile workers
280,0,"@jihadiA_A By people, you mean men only.  The women are clearly imprisoned in their homes."
281,0,@ANDAASONSAN https://t.co/dtjOHnRNhQ
282,0,SAVE $12.52 - Bully Dog 33307 Custom A Pillar Mount $67.47 http://bit.ly/qwpC1I
283,0,.@philippenis @ApuPunchau Proof?  Reliable source?
284,0,@LifeInKhilafah That just means that the only kinds of Europeans you will get are crazy. Other places have the brainwashed and uneducated.
285,0,"@lisawest99 ...falls in love with a young handsome... (continue to describe Tom Hiddleston:)))) She wants him to belong her entirely, but..."
286,0,I hope I can finish it in time
287,0,@JordanL yup!
288,0,"@SmoothStartup all tha time, info is meant 2b shared that way I can get more from a diff perspective, my page has a variety a ppl I follow"
289,0,"I need to invest in a YakBak so I can just press a button when I need to say ""ironic sexism is still sexism."""
290,0,Bullying masivo para #LosCruzadoTwitteros que andaban en Talcahuano.
291,0,#MKR Finally food I can relate to
292,0,Asap rocky mmm mmmmm his voice is so sexy I don't care.
293,0,Ever since I met you no one else has even been worth thinking about.
294,0,Only half a semester left 😁🙏
295,0,"@a_man_in_black sigh. prob w/being a public figure (which you are, like it or not) is that when you say shit like this, it causes a storm."
296,0,@Zahoorgorsi The Daesh are doing a great job of producing hell on earth for the people living in their areas.
297,0,"How come it is that the minute I get home, my family wind me up when I'm never annoyed like that at school? Grr #annoyingfamily"
298,0,#Koscielny off which #LiverpoolFC have to take advantage of. 2 rookies in this #Arsenal back 4 and Carroll needs to bully them
299,0,"Asiik skarang aji yg jadi bhn bully? Nyekil siapose?""@sheilamatmalam: @ajiehatadji @pascaarafah tuh cha, si ajie nyekilllllll ( ¬͡͡˛ ¬͡͡”)"""
300,0,@femfreq You cannot make this shit up. It writes itself!
301,0,I feel like this is necessary today: http://t.co/W70c7yjnpY
302,0,Why are Annie and Lloyd cooking that for breakfast? #mkr
303,0,"Remember RogueStar, dude that doxxed and led the mob against many, &amp; never delivered on 1st kickstarter? Has another https://t.co/6nbX7dXCvu"
304,0,"Preciso fazer um script de 10 minutos sobre bullying, Morra língua portuguesa ; Morra Professora !"
305,0,I appreciate every donation received. But ppl that threaten to pull funding if I don't say the things they want to hear can fuck themselves.
306,0,RT @cvoter: The only way Global Media can pay respect to #CharlieHebdo martyrs is by reprinting and republishing them. Again &amp; again &amp; agai…
307,0,"New Idea headline: ""#MKR shock! What are they hiding?"". Pretty sure they're hiding any ability to actually cook."
308,0,:D
309,0,"I'm with manu, if camping was involved I wouldn't show up either #MKR"
310,0,"Can't believe he did that AGAIN. Jesus. Hey dudes? Don't do that. Not ever. Ask yourself, would I do this to a guy? No? Then fucking STOP."
311,0,"@discerningmumin We didn't overturn elections in either place, the people did, and the people have that right, as long as they elect new ppl"
312,0,"ethics in journalism. ETHICS. IN. JOURRRRRRRNALISM. No wonder he's friends with that walking burrito fart, milo."
313,0,"You aren't just one person. There are many of us, and we all have voices. But more than that, we have resources, experience, and passion."
314,0,"@stockputout not that high yet. Only like 1800 I think. I'm not even as geared as I should be, I haven't been playing that much."
315,0,Preseason
316,0,They need a couple of 8's? #MKR
317,0,"Borad St Bully ,"
318,0,@anbaari16 Looks like things have turned around and the Daesh are now very quick to run away.
319,0,I feel like change is gonna happen soon.
320,0,stan got this A+ last word before blocking me: Ever heard of caustic #sarcasm? Rename yourself @yesyoureaBellend Thanks Awfully *mwah!* xxx
321,0,@Slim_chaney I LOVE YOU
322,0,Whether life's disabilities left you outcast bullied or teased rejoice and love yourself today cause babyyy u where born this way!!!!
323,0,@JetsDoIt93 thankssss Joey!
324,0,@Vrais66 And these. http://t.co/V3cf0aGlcp
325,0,god bless my mom for bringing home chinese food
326,0,"@YesYoureSexist If anyone is interested in contributing to the project in their discipline, I have an Excel template you can go to town on."
327,0,whats Ja'mie doing in #MKR ? #summerheightshigh @ChrisLilley http://t.co/9npCYLVNLl
328,0,Have you ever wondered where the idea of the 72 virgins comes from in Islam.  Here is the Hadith describing it. http://t.co/I978JpdfV2
329,0,@aninkyaffair I am jealous.
330,0,LIKE THE TIME IN SCHOOL WE GOT FREE LUNCH AND THE COOL KIDS BEAT US UP.
331,0,@Matt_Cooke86 Nutrition is key to closing the .#Aboriginal life expectancy gap http://t.co/IHtNiRJMa9 @croakeyblog http://t.co/ktnqAD0TM3
332,0,"It's refined and it's pretty. Like us!Seriously, someone get these girls English lessons, they have no idea what they're saying. #MKR"
333,0,#HowToGetAwayWithMurder? Serve raw #Spatchcock! #MKR #MKR2015
334,0,Its great to hear @danyneville voice after a long day at work ♥
335,0,FFS
336,0,It was difficult. I questioned if it was a good idea until someone in the crowd came forward for a hug &amp; started crying. Then I was crying.
337,0,I don't know how some people can talk about how often they get drunk on Facebook or Twitter. #KeepItClassy
338,0,@RafayAgha I don't like people being bullied. I am the voice for the voiceless.
339,0,When I have children and if I have a girl I'm naming her Frankie cause its such a cute fricking girl name omg..
340,0,"you call me up again just to break me like a promise, so casually cruel in the name of being honest."
